Id;EDT;Nombre;Comienzo;Fin;Duracion;Programado;Real;Nivel_de_esquema
1338;1.1.1.2.2.4.1.1.6;Grada Buque;24-03-22;31-03-22;6 días;0;0;9
1339;1.1.1.2.2.4.1.2;Fase 2;25-03-22;03-05-22;27 días;0;0;8
1340;1.1.1.2.2.4.1.2.1;Estructura Tabique;25-03-22;01-04-22;6 días;0;0;9
1341;1.1.1.2.2.4.1.2.2;1era Cara Tabique;30-03-22;04-04-22;4 días;0;0;9
1342;1.1.1.2.2.4.1.2.3;Instalaciones;30-03-22;07-04-22;7 días;0;0;9
1343;1.1.1.2.2.4.1.2.4;Aislacion;04-04-22;11-04-22;6 días;0;0;9
1344;1.1.1.2.2.4.1.2.5;2da Cara Tabique;04-04-22;08-04-22;5 días;0;0;9
1345;1.1.1.2.2.4.1.2.6;Huincha de Tabiques y cuadratura de Cajas;11-04-22;21-04-22;8 días;0;0;9
1346;1.1.1.2.2.4.1.2.7;Nivelacion de Pisos;11-04-22;27-04-22;12 días;0;0;9
1347;1.1.1.2.2.4.1.2.8;Remate de Rasgos;11-04-22;03-05-22;16 días;0;0;9
1348;1.1.1.2.2.4.1.2.9;Sobre Losa en Terrazas;12-04-22;22-04-22;8 días;0;0;9
1349;1.1.1.2.2.4.1.2.10;Impermeabilizacion Baños y Cocinas Cerradas;11-04-22;14-04-22;4 días;0;0;9
1350;1.1.1.2.2.4.1.2.11;Recepcion Obra Gruesa;18-04-22;18-04-22;1 día;0;0;9
1351;1.1.1.2.2.4.1.3;Fase 3;19-04-22;25-05-22;27 días;0;0;8
1352;1.1.1.2.2.4.1.3.1;Tinas;19-04-22;28-04-22;8 días;0;0;9
1353;1.1.1.2.2.4.1.3.2;Marcos de Puertas;19-04-22;20-04-22;2 días;0;0;9
1354;1.1.1.2.2.4.1.3.3;Ventanas;19-04-22;20-04-22;2 días;0;0;9
1355;1.1.1.2.2.4.1.3.4;Remate Ventanas;21-04-22;22-04-22;2 días;0;0;9
1356;1.1.1.2.2.4.1.3.5;Barandas Vidriadas;21-04-22;22-04-22;2 días;0;0;9
1357;1.1.1.2.2.4.1.3.6;Canteria Baños;21-04-22;06-05-22;12 días;0;0;9
1358;1.1.1.2.2.4.1.3.7;Ceramica;25-04-22;13-05-22;15 días;0;0;9
1359;1.1.1.2.2.4.1.3.8;Cornisas;19-04-22;26-04-22;6 días;0;0;9
1360;1.1.1.2.2.4.1.3.9;Empastes;09-05-22;24-05-22;12 días;0;0;9
1361;1.1.1.2.2.4.1.3.10;Cielo Deptos (Revisar Terminacion);10-05-22;17-05-22;6 días;0;0;9
1362;1.1.1.2.2.4.1.3.11;Fondo Closet;10-05-22;13-05-22;4 días;0;0;9
1363;1.1.1.2.2.4.1.3.12;Pintura;18-05-22;25-05-22;6 días;0;0;9
1364;1.1.1.2.2.4.1.4;Fase 4;21-04-22;14-06-22;39 días;0;0;8
1365;1.1.1.2.2.4.1.4.1;Artefactos;19-05-22;20-05-22;2 días;0;0;9
1366;1.1.1.2.2.4.1.4.2;Muebles de Baño;20-05-22;20-05-22;1 día;0;0;9
1367;1.1.1.2.2.4.1.4.3;Muebles de Cocina;16-05-22;24-05-22;7 días;0;0;9
1368;1.1.1.2.2.4.1.4.4;Closet;16-05-22;23-05-22;6 días;0;0;9
1369;1.1.1.2.2.4.1.4.5;Quincalleria;21-04-22;22-04-22;2 días;0;0;9
1370;1.1.1.2.2.4.1.4.6;Manpara de Baño;21-04-22;22-04-22;2 días;0;0;9
1371;1.1.1.2.2.4.1.4.7;Accesorios;26-05-22;31-05-22;4 días;0;0;9
1372;1.1.1.2.2.4.1.4.8;Griferia;26-05-22;26-05-22;1 día;0;0;9
1373;1.1.1.2.2.4.1.4.9;Piso Vinilico;25-05-22;01-06-22;6 días;0;0;9
1374;1.1.1.2.2.4.1.4.10;Guardapolvos;02-06-22;06-06-22;3 días;0;0;9
1375;1.1.1.2.2.4.1.4.11;Junquillos (Revisar ET);02-06-22;06-06-22;3 días;0;0;9
1376;1.1.1.2.2.4.1.4.12;Papel Mural;27-05-22;06-06-22;7 días;0;0;9
1377;1.1.1.2.2.4.1.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);30-05-22;30-05-22;1 día;0;0;9
1378;1.1.1.2.2.4.1.4.14;Aseo;30-05-22;14-06-22;12 días;0;0;9
1379;1.1.1.2.2.4.1.4.15;Entrega Area Comun;19-05-22;03-06-22;12 días;0;0;9
1380;1.1.1.2.2.4.1.4.16;R1;31-05-22;09-06-22;8 días;0;0;9
1381;1.1.1.2.2.4.2;Sector 2;22-03-22;23-06-22;67 días;0;0;7
1382;1.1.1.2.2.4.2.1;Fase 1;22-03-22;11-04-22;15 días;0;0;8
1383;1.1.1.2.2.4.2.1.1;Descarachado Muros y Cielos;22-03-22;30-03-22;7 días;0;0;9
1384;1.1.1.2.2.4.2.1.2;Decargas ALC;23-03-22;25-03-22;3 días;0;0;9
1385;1.1.1.2.2.4.2.1.3;Trazado de Tabiques;31-03-22;01-04-22;2 días;0;0;9
1386;1.1.1.2.2.4.2.1.4;Rinconeo y Maquillaje de Muros;31-03-22;05-04-22;4 días;0;0;9
1387;1.1.1.2.2.4.2.1.5;Maquillaje de Cielos;31-03-22;11-04-22;8 días;0;0;9
1388;1.1.1.2.2.4.2.1.6;Grada Buque;04-04-22;11-04-22;6 días;0;0;9
1389;1.1.1.2.2.4.2.2;Fase 2;05-04-22;12-05-22;27 días;0;0;8
1390;1.1.1.2.2.4.2.2.1;Estructura Tabique;05-04-22;12-04-22;6 días;0;0;9
1391;1.1.1.2.2.4.2.2.2;1era Cara Tabique;08-04-22;13-04-22;4 días;0;0;9
1392;1.1.1.2.2.4.2.2.3;Instalaciones;08-04-22;19-04-22;7 días;0;0;9
1393;1.1.1.2.2.4.2.2.4;Aislacion;13-04-22;21-04-22;6 días;0;0;9
1394;1.1.1.2.2.4.2.2.5;2da Cara Tabique;13-04-22;20-04-22;5 días;0;0;9
1395;1.1.1.2.2.4.2.2.6;Huincha de Tabiques y cuadratura de Cajas;21-04-22;02-05-22;8 días;0;0;9
1396;1.1.1.2.2.4.2.2.7;Nivelacion de Pisos;21-04-22;06-05-22;12 días;0;0;9
1397;1.1.1.2.2.4.2.2.8;Remate de Rasgos;21-04-22;12-05-22;16 días;0;0;9
1398;1.1.1.2.2.4.2.2.9;Sobre Losa en Terrazas;22-04-22;03-05-22;8 días;0;0;9
1399;1.1.1.2.2.4.2.2.10;Impermeabilizacion Baños y Cocinas Cerradas;21-04-22;26-04-22;4 días;0;0;9
1400;1.1.1.2.2.4.2.2.11;Recepcion Obra Gruesa;27-04-22;27-04-22;1 día;0;0;9
1401;1.1.1.2.2.4.2.3;Fase 3;28-04-22;03-06-22;27 días;0;0;8
1402;1.1.1.2.2.4.2.3.1;Tinas;28-04-22;09-05-22;8 días;0;0;9
1403;1.1.1.2.2.4.2.3.2;Marcos de Puertas;28-04-22;29-04-22;2 días;0;0;9
1404;1.1.1.2.2.4.2.3.3;Ventanas;28-04-22;29-04-22;2 días;0;0;9
1405;1.1.1.2.2.4.2.3.4;Remate Ventanas;02-05-22;03-05-22;2 días;0;0;9
1406;1.1.1.2.2.4.2.3.5;Barandas Vidriadas;02-05-22;03-05-22;2 días;0;0;9
1407;1.1.1.2.2.4.2.3.6;Canteria Baños;02-05-22;17-05-22;12 días;0;0;9
1408;1.1.1.2.2.4.2.3.7;Ceramica;04-05-22;24-05-22;15 días;0;0;9
1409;1.1.1.2.2.4.2.3.8;Cornisas;28-04-22;05-05-22;6 días;0;0;9
1410;1.1.1.2.2.4.2.3.9;Empastes;18-05-22;02-06-22;12 días;0;0;9
1411;1.1.1.2.2.4.2.3.10;Cielo Deptos (Revisar Terminacion);19-05-22;26-05-22;6 días;0;0;9
1412;1.1.1.2.2.4.2.3.11;Fondo Closet;19-05-22;24-05-22;4 días;0;0;9
1413;1.1.1.2.2.4.2.3.12;Pintura;27-05-22;03-06-22;6 días;0;0;9
1414;1.1.1.2.2.4.2.4;Fase 4;02-05-22;23-06-22;39 días;0;0;8
1415;1.1.1.2.2.4.2.4.1;Artefactos;30-05-22;31-05-22;2 días;0;0;9
1416;1.1.1.2.2.4.2.4.2;Muebles de Baño;31-05-22;31-05-22;1 día;0;0;9
1417;1.1.1.2.2.4.2.4.3;Muebles de Cocina;25-05-22;02-06-22;7 días;0;0;9
1418;1.1.1.2.2.4.2.4.4;Closet;25-05-22;01-06-22;6 días;0;0;9
1419;1.1.1.2.2.4.2.4.5;Quincalleria;02-05-22;03-05-22;2 días;0;0;9
1420;1.1.1.2.2.4.2.4.6;Manpara de Baño;02-05-22;03-05-22;2 días;0;0;9
1421;1.1.1.2.2.4.2.4.7;Accesorios;06-06-22;09-06-22;4 días;0;0;9
1422;1.1.1.2.2.4.2.4.8;Griferia;06-06-22;06-06-22;1 día;0;0;9
1423;1.1.1.2.2.4.2.4.9;Piso Vinilico;03-06-22;10-06-22;6 días;0;0;9
1424;1.1.1.2.2.4.2.4.10;Guardapolvos;13-06-22;15-06-22;3 días;0;0;9
1425;1.1.1.2.2.4.2.4.11;Junquillos (Revisar ET);13-06-22;15-06-22;3 días;0;0;9
1426;1.1.1.2.2.4.2.4.12;Papel Mural;07-06-22;15-06-22;7 días;0;0;9
1427;1.1.1.2.2.4.2.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);08-06-22;08-06-22;1 día;0;0;9
1428;1.1.1.2.2.4.2.4.14;Aseo;08-06-22;23-06-22;12 días;0;0;9
1429;1.1.1.2.2.4.2.4.15;Entrega Area Comun;30-05-22;14-06-22;12 días;0;0;9
1430;1.1.1.2.2.4.2.4.16;R1;09-06-22;20-06-22;8 días;0;0;9
1431;1.1.1.2.2.4.3;Sector 3;31-03-22;05-07-22;67 días;0;0;7
1432;1.1.1.2.2.4.3.1;Fase 1;31-03-22;21-04-22;15 días;0;0;8
1433;1.1.1.2.2.4.3.1.1;Descarachado Muros y Cielos;31-03-22;08-04-22;7 días;0;0;9
1434;1.1.1.2.2.4.3.1.2;Decargas ALC;01-04-22;05-04-22;3 días;0;0;9
1435;1.1.1.2.2.4.3.1.3;Trazado de Tabiques;11-04-22;12-04-22;2 días;0;0;9
1436;1.1.1.2.2.4.3.1.4;Rinconeo y Maquillaje de Muros;11-04-22;14-04-22;4 días;0;0;9
1437;1.1.1.2.2.4.3.1.5;Maquillaje de Cielos;11-04-22;21-04-22;8 días;0;0;9
1438;1.1.1.2.2.4.3.1.6;Grada Buque;13-04-22;21-04-22;6 días;0;0;9
1439;1.1.1.2.2.4.3.2;Fase 2;14-04-22;23-05-22;27 días;0;0;8
1440;1.1.1.2.2.4.3.2.1;Estructura Tabique;14-04-22;22-04-22;6 días;0;0;9
1441;1.1.1.2.2.4.3.2.2;1era Cara Tabique;20-04-22;25-04-22;4 días;0;0;9
1442;1.1.1.2.2.4.3.2.3;Instalaciones;20-04-22;28-04-22;7 días;0;0;9
1443;1.1.1.2.2.4.3.2.4;Aislacion;25-04-22;02-05-22;6 días;0;0;9
1444;1.1.1.2.2.4.3.2.5;2da Cara Tabique;25-04-22;29-04-22;5 días;0;0;9
1445;1.1.1.2.2.4.3.2.6;Huincha de Tabiques y cuadratura de Cajas;02-05-22;11-05-22;8 días;0;0;9
1446;1.1.1.2.2.4.3.2.7;Nivelacion de Pisos;02-05-22;17-05-22;12 días;0;0;9
1447;1.1.1.2.2.4.3.2.8;Remate de Rasgos;02-05-22;23-05-22;16 días;0;0;9
1448;1.1.1.2.2.4.3.2.9;Sobre Losa en Terrazas;03-05-22;12-05-22;8 días;0;0;9
1449;1.1.1.2.2.4.3.2.10;Impermeabilizacion Baños y Cocinas Cerradas;02-05-22;05-05-22;4 días;0;0;9
1450;1.1.1.2.2.4.3.2.11;Recepcion Obra Gruesa;06-05-22;06-05-22;1 día;0;0;9
1451;1.1.1.2.2.4.3.3;Fase 3;09-05-22;14-06-22;27 días;0;0;8
1452;1.1.1.2.2.4.3.3.1;Tinas;09-05-22;18-05-22;8 días;0;0;9
1453;1.1.1.2.2.4.3.3.2;Marcos de Puertas;09-05-22;10-05-22;2 días;0;0;9
1454;1.1.1.2.2.4.3.3.3;Ventanas;09-05-22;10-05-22;2 días;0;0;9
1455;1.1.1.2.2.4.3.3.4;Remate Ventanas;11-05-22;12-05-22;2 días;0;0;9
1456;1.1.1.2.2.4.3.3.5;Barandas Vidriadas;11-05-22;12-05-22;2 días;0;0;9
1457;1.1.1.2.2.4.3.3.6;Canteria Baños;11-05-22;26-05-22;12 días;0;0;9
1458;1.1.1.2.2.4.3.3.7;Ceramica;13-05-22;02-06-22;15 días;0;0;9
1459;1.1.1.2.2.4.3.3.8;Cornisas;09-05-22;16-05-22;6 días;0;0;9
1460;1.1.1.2.2.4.3.3.9;Empastes;27-05-22;13-06-22;12 días;0;0;9
1461;1.1.1.2.2.4.3.3.10;Cielo Deptos (Revisar Terminacion);30-05-22;06-06-22;6 días;0;0;9
1462;1.1.1.2.2.4.3.3.11;Fondo Closet;30-05-22;02-06-22;4 días;0;0;9
1463;1.1.1.2.2.4.3.3.12;Pintura;07-06-22;14-06-22;6 días;0;0;9
1464;1.1.1.2.2.4.3.4;Fase 4;11-05-22;05-07-22;39 días;0;0;8
1465;1.1.1.2.2.4.3.4.1;Artefactos;08-06-22;09-06-22;2 días;0;0;9
1466;1.1.1.2.2.4.3.4.2;Muebles de Baño;09-06-22;09-06-22;1 día;0;0;9
1467;1.1.1.2.2.4.3.4.3;Muebles de Cocina;03-06-22;13-06-22;7 días;0;0;9
1468;1.1.1.2.2.4.3.4.4;Closet;03-06-22;10-06-22;6 días;0;0;9
1469;1.1.1.2.2.4.3.4.5;Quincalleria;11-05-22;12-05-22;2 días;0;0;9
1470;1.1.1.2.2.4.3.4.6;Manpara de Baño;11-05-22;12-05-22;2 días;0;0;9
1471;1.1.1.2.2.4.3.4.7;Accesorios;15-06-22;20-06-22;4 días;0;0;9
1472;1.1.1.2.2.4.3.4.8;Griferia;15-06-22;15-06-22;1 día;0;0;9
1473;1.1.1.2.2.4.3.4.9;Piso Vinilico;14-06-22;21-06-22;6 días;0;0;9
1474;1.1.1.2.2.4.3.4.10;Guardapolvos;22-06-22;24-06-22;3 días;0;0;9
1475;1.1.1.2.2.4.3.4.11;Junquillos (Revisar ET);22-06-22;24-06-22;3 días;0;0;9
1476;1.1.1.2.2.4.3.4.12;Papel Mural;16-06-22;24-06-22;7 días;0;0;9
1477;1.1.1.2.2.4.3.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);17-06-22;17-06-22;1 día;0;0;9
1478;1.1.1.2.2.4.3.4.14;Aseo;17-06-22;05-07-22;12 días;0;0;9
1479;1.1.1.2.2.4.3.4.15;Entrega Area Comun;08-06-22;23-06-22;12 días;0;0;9
1480;1.1.1.2.2.4.3.4.16;R1;20-06-22;30-06-22;8 días;0;0;9
1481;1.1.1.2.2.4.4;Sector 4;11-04-22;14-07-22;67 días;0;0;7
1482;1.1.1.2.2.4.4.1;Fase 1;11-04-22;02-05-22;15 días;0;0;8
1483;1.1.1.2.2.4.4.1.1;Descarachado Muros y Cielos;11-04-22;20-04-22;7 días;0;0;9
1484;1.1.1.2.2.4.4.1.2;Decargas ALC;12-04-22;14-04-22;3 días;0;0;9
1485;1.1.1.2.2.4.4.1.3;Trazado de Tabiques;21-04-22;22-04-22;2 días;0;0;9
1486;1.1.1.2.2.4.4.1.4;Rinconeo y Maquillaje de Muros;21-04-22;26-04-22;4 días;0;0;9
1487;1.1.1.2.2.4.4.1.5;Maquillaje de Cielos;21-04-22;02-05-22;8 días;0;0;9
1488;1.1.1.2.2.4.4.1.6;Grada Buque;25-04-22;02-05-22;6 días;0;0;9
1489;1.1.1.2.2.4.4.2;Fase 2;26-04-22;01-06-22;27 días;0;0;8
1490;1.1.1.2.2.4.4.2.1;Estructura Tabique;26-04-22;03-05-22;6 días;0;0;9
1491;1.1.1.2.2.4.4.2.2;1era Cara Tabique;29-04-22;04-05-22;4 días;0;0;9
1492;1.1.1.2.2.4.4.2.3;Instalaciones;29-04-22;09-05-22;7 días;0;0;9
1493;1.1.1.2.2.4.4.2.4;Aislacion;04-05-22;11-05-22;6 días;0;0;9
1494;1.1.1.2.2.4.4.2.5;2da Cara Tabique;04-05-22;10-05-22;5 días;0;0;9
1495;1.1.1.2.2.4.4.2.6;Huincha de Tabiques y cuadratura de Cajas;11-05-22;20-05-22;8 días;0;0;9
1496;1.1.1.2.2.4.4.2.7;Nivelacion de Pisos;11-05-22;26-05-22;12 días;0;0;9
1497;1.1.1.2.2.4.4.2.8;Remate de Rasgos;11-05-22;01-06-22;16 días;0;0;9
1498;1.1.1.2.2.4.4.2.9;Sobre Losa en Terrazas;12-05-22;23-05-22;8 días;0;0;9
1499;1.1.1.2.2.4.4.2.10;Impermeabilizacion Baños y Cocinas Cerradas;11-05-22;16-05-22;4 días;0;0;9
1500;1.1.1.2.2.4.4.2.11;Recepcion Obra Gruesa;17-05-22;17-05-22;1 día;0;0;9
1501;1.1.1.2.2.4.4.3;Fase 3;18-05-22;23-06-22;27 días;0;0;8
1502;1.1.1.2.2.4.4.3.1;Tinas;18-05-22;27-05-22;8 días;0;0;9
1503;1.1.1.2.2.4.4.3.2;Marcos de Puertas;18-05-22;19-05-22;2 días;0;0;9
1504;1.1.1.2.2.4.4.3.3;Ventanas;18-05-22;19-05-22;2 días;0;0;9
1505;1.1.1.2.2.4.4.3.4;Remate Ventanas;20-05-22;23-05-22;2 días;0;0;9
1506;1.1.1.2.2.4.4.3.5;Barandas Vidriadas;20-05-22;23-05-22;2 días;0;0;9
1507;1.1.1.2.2.4.4.3.6;Canteria Baños;20-05-22;06-06-22;12 días;0;0;9
1508;1.1.1.2.2.4.4.3.7;Ceramica;24-05-22;13-06-22;15 días;0;0;9
1509;1.1.1.2.2.4.4.3.8;Cornisas;18-05-22;25-05-22;6 días;0;0;9
1510;1.1.1.2.2.4.4.3.9;Empastes;07-06-22;22-06-22;12 días;0;0;9
1511;1.1.1.2.2.4.4.3.10;Cielo Deptos (Revisar Terminacion);08-06-22;15-06-22;6 días;0;0;9
1512;1.1.1.2.2.4.4.3.11;Fondo Closet;08-06-22;13-06-22;4 días;0;0;9
1513;1.1.1.2.2.4.4.3.12;Pintura;16-06-22;23-06-22;6 días;0;0;9
1514;1.1.1.2.2.4.4.4;Fase 4;20-05-22;14-07-22;39 días;0;0;8
1515;1.1.1.2.2.4.4.4.1;Artefactos;17-06-22;20-06-22;2 días;0;0;9
1516;1.1.1.2.2.4.4.4.2;Muebles de Baño;20-06-22;20-06-22;1 día;0;0;9
1517;1.1.1.2.2.4.4.4.3;Muebles de Cocina;14-06-22;22-06-22;7 días;0;0;9
1518;1.1.1.2.2.4.4.4.4;Closet;14-06-22;21-06-22;6 días;0;0;9
1519;1.1.1.2.2.4.4.4.5;Quincalleria;20-05-22;23-05-22;2 días;0;0;9
1520;1.1.1.2.2.4.4.4.6;Manpara de Baño;20-05-22;23-05-22;2 días;0;0;9
1521;1.1.1.2.2.4.4.4.7;Accesorios;24-06-22;30-06-22;4 días;0;0;9
1522;1.1.1.2.2.4.4.4.8;Griferia;24-06-22;24-06-22;1 día;0;0;9
1523;1.1.1.2.2.4.4.4.9;Piso Vinilico;23-06-22;01-07-22;6 días;0;0;9
1524;1.1.1.2.2.4.4.4.10;Guardapolvos;04-07-22;06-07-22;3 días;0;0;9
1525;1.1.1.2.2.4.4.4.11;Junquillos (Revisar ET);04-07-22;06-07-22;3 días;0;0;9
1526;1.1.1.2.2.4.4.4.12;Papel Mural;28-06-22;06-07-22;7 días;0;0;9
1527;1.1.1.2.2.4.4.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);29-06-22;29-06-22;1 día;0;0;9
1528;1.1.1.2.2.4.4.4.14;Aseo;29-06-22;14-07-22;12 días;0;0;9
1529;1.1.1.2.2.4.4.4.15;Entrega Area Comun;17-06-22;05-07-22;12 días;0;0;9
1530;1.1.1.2.2.4.4.4.16;R1;30-06-22;11-07-22;8 días;0;0;9
1531;1.1.1.2.2.4.5;Sector 5;21-04-22;25-07-22;67 días;0;0;7
1532;1.1.1.2.2.4.5.1;Fase 1;21-04-22;11-05-22;15 días;0;0;8
1533;1.1.1.2.2.4.5.1.1;Descarachado Muros y Cielos;21-04-22;29-04-22;7 días;0;0;9
1534;1.1.1.2.2.4.5.1.2;Decargas ALC;22-04-22;26-04-22;3 días;0;0;9
1535;1.1.1.2.2.4.5.1.3;Trazado de Tabiques;02-05-22;03-05-22;2 días;0;0;9
1536;1.1.1.2.2.4.5.1.4;Rinconeo y Maquillaje de Muros;02-05-22;05-05-22;4 días;0;0;9
1537;1.1.1.2.2.4.5.1.5;Maquillaje de Cielos;02-05-22;11-05-22;8 días;0;0;9
1538;1.1.1.2.2.4.5.1.6;Grada Buque;04-05-22;11-05-22;6 días;0;0;9
1539;1.1.1.2.2.4.5.2;Fase 2;05-05-22;10-06-22;27 días;0;0;8
1540;1.1.1.2.2.4.5.2.1;Estructura Tabique;05-05-22;12-05-22;6 días;0;0;9
1541;1.1.1.2.2.4.5.2.2;1era Cara Tabique;10-05-22;13-05-22;4 días;0;0;9
1542;1.1.1.2.2.4.5.2.3;Instalaciones;10-05-22;18-05-22;7 días;0;0;9
1543;1.1.1.2.2.4.5.2.4;Aislacion;13-05-22;20-05-22;6 días;0;0;9
1544;1.1.1.2.2.4.5.2.5;2da Cara Tabique;13-05-22;19-05-22;5 días;0;0;9
1545;1.1.1.2.2.4.5.2.6;Huincha de Tabiques y cuadratura de Cajas;20-05-22;31-05-22;8 días;0;0;9
1546;1.1.1.2.2.4.5.2.7;Nivelacion de Pisos;20-05-22;06-06-22;12 días;0;0;9
1547;1.1.1.2.2.4.5.2.8;Remate de Rasgos;20-05-22;10-06-22;16 días;0;0;9
1548;1.1.1.2.2.4.5.2.9;Sobre Losa en Terrazas;23-05-22;01-06-22;8 días;0;0;9
1549;1.1.1.2.2.4.5.2.10;Impermeabilizacion Baños y Cocinas Cerradas;20-05-22;25-05-22;4 días;0;0;9
1550;1.1.1.2.2.4.5.2.11;Recepcion Obra Gruesa;26-05-22;26-05-22;1 día;0;0;9
1551;1.1.1.2.2.4.5.3;Fase 3;27-05-22;05-07-22;27 días;0;0;8
1552;1.1.1.2.2.4.5.3.1;Tinas;27-05-22;07-06-22;8 días;0;0;9
1553;1.1.1.2.2.4.5.3.2;Marcos de Puertas;27-05-22;30-05-22;2 días;0;0;9
1554;1.1.1.2.2.4.5.3.3;Ventanas;27-05-22;30-05-22;2 días;0;0;9
1555;1.1.1.2.2.4.5.3.4;Remate Ventanas;31-05-22;01-06-22;2 días;0;0;9
1556;1.1.1.2.2.4.5.3.5;Barandas Vidriadas;31-05-22;01-06-22;2 días;0;0;9
1557;1.1.1.2.2.4.5.3.6;Canteria Baños;31-05-22;15-06-22;12 días;0;0;9
1558;1.1.1.2.2.4.5.3.7;Ceramica;02-06-22;22-06-22;15 días;0;0;9
1559;1.1.1.2.2.4.5.3.8;Cornisas;27-05-22;03-06-22;6 días;0;0;9
1560;1.1.1.2.2.4.5.3.9;Empastes;16-06-22;04-07-22;12 días;0;0;9
1561;1.1.1.2.2.4.5.3.10;Cielo Deptos (Revisar Terminacion);17-06-22;24-06-22;6 días;0;0;9
1562;1.1.1.2.2.4.5.3.11;Fondo Closet;17-06-22;22-06-22;4 días;0;0;9
1563;1.1.1.2.2.4.5.3.12;Pintura;28-06-22;05-07-22;6 días;0;0;9
1564;1.1.1.2.2.4.5.4;Fase 4;31-05-22;25-07-22;39 días;0;0;8
1565;1.1.1.2.2.4.5.4.1;Artefactos;29-06-22;30-06-22;2 días;0;0;9
1566;1.1.1.2.2.4.5.4.2;Muebles de Baño;30-06-22;30-06-22;1 día;0;0;9
1567;1.1.1.2.2.4.5.4.3;Muebles de Cocina;23-06-22;04-07-22;7 días;0;0;9
1568;1.1.1.2.2.4.5.4.4;Closet;23-06-22;01-07-22;6 días;0;0;9
1569;1.1.1.2.2.4.5.4.5;Quincalleria;31-05-22;01-06-22;2 días;0;0;9
1570;1.1.1.2.2.4.5.4.6;Manpara de Baño;31-05-22;01-06-22;2 días;0;0;9
1571;1.1.1.2.2.4.5.4.7;Accesorios;06-07-22;11-07-22;4 días;0;0;9
1572;1.1.1.2.2.4.5.4.8;Griferia;06-07-22;06-07-22;1 día;0;0;9
1573;1.1.1.2.2.4.5.4.9;Piso Vinilico;05-07-22;12-07-22;6 días;0;0;9
1574;1.1.1.2.2.4.5.4.10;Guardapolvos;13-07-22;15-07-22;3 días;0;0;9
1575;1.1.1.2.2.4.5.4.11;Junquillos (Revisar ET);13-07-22;15-07-22;3 días;0;0;9
1576;1.1.1.2.2.4.5.4.12;Papel Mural;07-07-22;15-07-22;7 días;0;0;9
1577;1.1.1.2.2.4.5.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);08-07-22;08-07-22;1 día;0;0;9
1578;1.1.1.2.2.4.5.4.14;Aseo;08-07-22;25-07-22;12 días;0;0;9
1579;1.1.1.2.2.4.5.4.15;Entrega Area Comun;29-06-22;14-07-22;12 días;0;0;9
1580;1.1.1.2.2.4.5.4.16;R1;11-07-22;20-07-22;8 días;0;0;9
1581;1.1.1.2.2.5;Piso 5;08-04-22;23-08-22;95 días;0;0;6
1582;1.1.1.2.2.5.1;Sector 1;08-04-22;13-07-22;67 días;0;0;7
1583;1.1.1.2.2.5.1.1;Fase 1;08-04-22;29-04-22;15 días;0;0;8
1584;1.1.1.2.2.5.1.1.1;Descarachado Muros y Cielos;08-04-22;19-04-22;7 días;0;0;9
1585;1.1.1.2.2.5.1.1.2;Decargas ALC;11-04-22;13-04-22;3 días;0;0;9
1586;1.1.1.2.2.5.1.1.3;Trazado de Tabiques;20-04-22;21-04-22;2 días;0;0;9
1587;1.1.1.2.2.5.1.1.4;Rinconeo y Maquillaje de Muros;20-04-22;25-04-22;4 días;0;0;9
1588;1.1.1.2.2.5.1.1.5;Maquillaje de Cielos;20-04-22;29-04-22;8 días;0;0;9
1589;1.1.1.2.2.5.1.1.6;Grada Buque;22-04-22;29-04-22;6 días;0;0;9
1590;1.1.1.2.2.5.1.2;Fase 2;25-04-22;31-05-22;27 días;0;0;8
1591;1.1.1.2.2.5.1.2.1;Estructura Tabique;25-04-22;02-05-22;6 días;0;0;9
1592;1.1.1.2.2.5.1.2.2;1era Cara Tabique;28-04-22;03-05-22;4 días;0;0;9
1593;1.1.1.2.2.5.1.2.3;Instalaciones;28-04-22;06-05-22;7 días;0;0;9
1594;1.1.1.2.2.5.1.2.4;Aislacion;03-05-22;10-05-22;6 días;0;0;9
1595;1.1.1.2.2.5.1.2.5;2da Cara Tabique;03-05-22;09-05-22;5 días;0;0;9
1596;1.1.1.2.2.5.1.2.6;Huincha de Tabiques y cuadratura de Cajas;10-05-22;19-05-22;8 días;0;0;9
1597;1.1.1.2.2.5.1.2.7;Nivelacion de Pisos;10-05-22;25-05-22;12 días;0;0;9
1598;1.1.1.2.2.5.1.2.8;Remate de Rasgos;10-05-22;31-05-22;16 días;0;0;9
1599;1.1.1.2.2.5.1.2.9;Sobre Losa en Terrazas;11-05-22;20-05-22;8 días;0;0;9
1600;1.1.1.2.2.5.1.2.10;Impermeabilizacion Baños y Cocinas Cerradas;10-05-22;13-05-22;4 días;0;0;9
1601;1.1.1.2.2.5.1.2.11;Recepcion Obra Gruesa;16-05-22;16-05-22;1 día;0;0;9
1602;1.1.1.2.2.5.1.3;Fase 3;17-05-22;22-06-22;27 días;0;0;8
1603;1.1.1.2.2.5.1.3.1;Tinas;17-05-22;26-05-22;8 días;0;0;9
1604;1.1.1.2.2.5.1.3.2;Marcos de Puertas;17-05-22;18-05-22;2 días;0;0;9
